ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1553042_a_at	0.0000757	0.00000574	-4.96	3.553676	-1.58	NFKBID	NFKB inhibitor delta
202007_at	0.000425	0.0000452	-4.38	1.581437	-1.58	NID1	nidogen 1
203373_at	0.00000226	8.87E-08	-6.04	7.588771	-1.58	SOCS2	suppressor of cytokine signaling 2
211830_s_at	0.00131	0.000175	-4.09	0.482178	-1.57	CACNA1I	calcium voltage-gated channel subunit alpha1 I
216865_at	0.00000169	6.24E-08	-6.13	7.931083	-1.57	COL14A1	collagen type XIV alpha 1 chain
210397_at	0.000322	0.0000325	-4.47	1.87869	-1.57	DEFB1	defensin beta 1
220511_s_at	0.000000512	1.48E-08	-6.5	9.341624	-1.57	DLC1	DLC1 Rho GTPase activating protein
208893_s_at	0.00000914	0.00000046	-5.62	5.990173	-1.57	DUSP6	dual specificity phosphatase 6
1566740_at	0.00164	0.000233	-3.94	0.052796	-1.57	PLCE1	phospholipase C epsilon 1
204958_at	0.000000018	2.5E-10	-7.5	13.321109	-1.57	PLK3	polo like kinase 3
219916_s_at	5.27E-09	5.37E-11	-7.88	14.825867	-1.57	RNF39	ring finger protein 39
204156_at	6.8E-09	7.5E-11	-7.8	14.498478	-1.57	SIK3	SIK family kinase 3
201368_at	1.76E-08	2.43E-10	-7.51	13.349197	-1.57	ZFP36L2	ZFP36 ring finger protein like 2
221031_s_at	0.00000616	0.00000029	-5.73	6.438049	-1.56	APOLD1	apolipoprotein L domain containing 1
235355_at	0.0000325	0.00000208	-5.25	4.54788	-1.56	CSRNP3	cysteine and serine rich nuclear protein 3
218976_at	0.0357	0.0101	-2.65	-3.486101	-1.56	DNAJC12	DnaJ heat shock protein family (Hsp40) member C12
217966_s_at	0.000605	0.000069	-4.26	1.159807	-1.56	FAM129A	family with sequence similarity 129 member A
220751_s_at	0.000253	0.0000241	-4.56	2.166304	-1.56	FAXDC2	fatty acid hydroxylase domain containing 2
227070_at	0.000802	0.0000969	-4.17	0.865416	-1.56	GLT8D2	glycosyltransferase 8 domain containing 2
219115_s_at	0.00757	0.00148	-3.32	-1.737173	-1.56	IL20RA	interleukin 20 receptor subunit alpha
205710_at	0.00032	0.0000323	-4.47	1.887412	-1.56	LRP2	LDL receptor related protein 2
233547_x_at	0.000185	0.0000166	-4.69	2.550015	-1.56	PDE1A	phosphodiesterase 1A
203724_s_at	0.00286	0.000453	-4.24	0.067515	-1.56	RUFY3	RUN and FYVE domain containing 3
226492_at	0.00028	0.0000273	-4.52	2.048097	-1.56	SEMA6D	semaphorin 6D
212759_s_at	0.0000341	0.0000022	-5.21	4.474953	-1.56	TCF7L2	transcription factor 7 like 2
214063_s_at	0.000844	0.000103	-4.15	0.782563	-1.56	TF	transferrin
207113_s_at	0.000429	0.0000457	-4.38	1.553644	-1.56	TNF	tumor necrosis factor
231817_at	6.76E-13	8.54E-16	-10.7	25.635293	-1.56	USP53	ubiquitin specific peptidase 53
202112_at	0.00218	0.000327	-3.8	-0.316927	-1.56	VWF	von Willebrand factor
220180_at	0.0033	0.000538	-4	-0.259821	-1.55	CCDC68	coiled-coil domain containing 68
204677_at	0.00000979	0.0000005	-5.59	5.908879	-1.55	CDH5	cadherin 5
1560253_at	0.0187	0.00449	-3.19	-2.12576	-1.55	LHX9	LIM homeobox 9
222348_at	0.00456	0.000795	-3.53	-1.1251	-1.55	MAST4	microtubule associated serine/threonine kinase family member 4
201939_at	0.000000735	2.31E-08	-6.38	8.900318	-1.55	PLK2	polo like kinase 2
202260_s_at	0.0000389	0.00000258	-5.16	4.317972	-1.55	STXBP1	syntaxin binding protein 1
221747_at	1.34E-08	1.74E-10	-7.59	13.673578	-1.55	TNS1	tensin 1
237401_at	0.0000719	0.00000538	-4.99	3.628765	-1.54	ACTN1	actinin alpha 1
201169_s_at	0.00132	0.000176	-3.98	0.266944	-1.54	BHLHE40	basic helix-loop-helix family member e40
214164_x_at	0.0446	0.0134	-2.55	-3.743022	-1.54	CA12	carbonic anhydrase 12
222043_at	0.00205	0.000303	-3.82	-0.24588	-1.54	CLU	clusterin
239648_at	0.000000199	4.77E-09	-6.77	10.43881	-1.54	DCUN1D3	defective in cullin neddylation 1 domain containing 3
203699_s_at	0.00073	0.0000863	-4.2	0.951957	-1.54	DIO2	deiodinase, iodothyronine, type II
1555355_a_at	0.00175	0.00025	-3.88	-0.062376	-1.54	ETS1	ETS proto-oncogene 1, transcription factor
226847_at	0.0000222	0.00000132	-5.37	4.993182	-1.54	FST	follistatin
219252_s_at	9.46E-08	1.93E-09	-6.99	11.321213	-1.54	GEMIN8	gem nuclear organelle associated protein 8
226248_s_at	0.025	0.00648	-2.82	-3.089453	-1.54	KIAA1324	KIAA1324
224941_at	0.00877	0.00178	-3.27	-1.898202	-1.54	PAPPA	pappalysin 1
208690_s_at	1.12E-09	7.59E-12	-8.36	16.740897	-1.54	PDLIM1	PDZ and LIM domain 1
205251_at	4.35E-09	4.17E-11	-7.94	15.072732	-1.54	PER2	period circadian clock 2
217997_at	0.000102	0.00000817	-4.85	3.207137	-1.54	PHLDA1	pleckstrin homology like domain family A member 1
205405_at	0.000000111	2.34E-09	-6.95	11.133495	-1.54	SEMA5A	semaphorin 5A
244863_at	0.00000193	7.33E-08	-6.1	7.781002	-1.54	SH3GLB2	SH3 domain containing GRB2 like endophilin B2
229177_at	0.0000343	0.00000221	-5.2	4.467865	-1.53	C16orf89	chromosome 16 open reading frame 89
206488_s_at	0.000706	0.0000831	-4.21	0.983103	-1.53	CD36	CD36 molecule
228748_at	0.00356	0.000589	-3.62	-0.862256	-1.53	CD59	CD59 molecule
221541_at	0.0000548	0.00000389	-5.05	3.922228	-1.53	CRISPLD2	cysteine rich secretory protein LCCL domain containing 2
200664_s_at	0.00000906	0.000000454	-5.62	6.001246	-1.53	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1
211626_x_at	5.4E-09	5.53E-11	-7.87	14.796297	-1.53	ERG	ERG, ETS transcription factor
235521_at	0.000000158	3.62E-09	-6.84	10.708943	-1.53	HOXA3	homeobox A3
212196_at	0.000141	0.000012	-4.75	2.834406	-1.53	IL6ST	interleukin 6 signal transducer
208186_s_at	0.00504	0.000899	-3.5	-1.234989	-1.53	LIPE	lipase E, hormone sensitive type
244372_at	0.000000218	5.34E-09	-6.78	10.342964	-1.53	LOC101060019	uncharacterized LOC101060019
226908_at	0.00000568	0.000000263	-5.78	6.546169	-1.53	LRIG3	leucine rich repeats and immunoglobulin like domains 3
204648_at	0.0000909	0.0000071	-4.91	3.370906	-1.53	NPR1	natriuretic peptide receptor 1
206343_s_at	0.000252	0.000024	-4.59	2.207711	-1.53	NRG1	neuregulin 1
1552673_at	0.0000181	0.00000104	-5.44	5.223826	-1.53	RFX6	regulatory factor X6
204633_s_at	0.000287	0.0000281	-4.51	2.018427	-1.53	RPS6KA5	ribosomal protein S6 kinase A5
226523_at	3.09E-09	2.71E-11	-8.05	15.496573	-1.53	TAGLN	transgelin
222835_at	0.00209	0.000311	-3.81	-0.27152	-1.53	THSD4	thrombospondin type 1 domain containing 4
228634_s_at	0.000249	0.0000236	-4.56	2.184903	-1.53	YBX3	Y-box binding protein 3
231067_s_at	9.63E-08	1.98E-09	-6.99	11.299819	-1.52	AKAP12	A-kinase anchoring protein 12
203002_at	0.000000475	1.35E-08	-6.51	9.420195	-1.52	AMOTL2	angiomotin like 2
1570511_at	0.00295	0.000471	-3.69	-0.651328	-1.52	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like
243896_at	0.00185	0.000269	-3.89	-0.072513	-1.52	CFAP43	cilia and flagella associated protein 43
240426_at	0.00234	0.000357	-4.13	0.102683	-1.52	FAM47B	family with sequence similarity 47 member B
214091_s_at	0.00000224	8.79E-08	-6.04	7.597332	-1.52	GPX3	glutathione peroxidase 3
220794_at	0.000478	0.000052	-4.37	1.460119	-1.52	GREM2	gremlin 2, DAN family BMP antagonist
1552516_a_at	0.000293	0.0000288	-4.52	2.012864	-1.52	HIPK1	homeodomain interacting protein kinase 1
211045_s_at	0.00923	0.00189	-3.27	-1.873137	-1.52	KCNH6	potassium voltage-gated channel subfamily H member 6
217395_at	8.35E-08	1.62E-09	-7.04	11.492094	-1.52	MT4	metallothionein 4
215311_at	0.000895	0.000111	-4.13	0.715081	-1.52	NTRK3	neurotrophic receptor tyrosine kinase 3
238906_s_at	5.8E-10	3.28E-12	-8.6	17.572171	-1.52	RHOJ	ras homolog family member J
231535_x_at	0.0485	0.0149	-2.5	-3.841204	-1.52	ROPN1	rhophilin associated tail protein 1
213221_s_at	0.0000602	0.00000435	-5.04	3.826033	-1.52	SIK2	salt inducible kinase 2
218974_at	0.00001	0.000000518	-5.58	5.874148	-1.52	SOBP	sine oculis binding protein homolog
1557275_a_at	0.0000205	0.0000012	-5.37	5.06349	-1.52	TLCD2	TLC domain containing 2
230398_at	3.47E-08	5.47E-10	-7.31	12.554462	-1.52	TNS4	tensin 4
217125_at	0.00196	0.000287	-3.84	-0.187764	-1.52	UBBP2	ubiquitin B pseudogene 2
235404_at	0.0000569	0.00000407	-5.07	3.90506	-1.51	ARID5B	AT-rich interaction domain 5B
202669_s_at	0.0000296	0.00000186	-5.25	4.634141	-1.51	EFNB2	ephrin B2
228770_at	0.00305	0.000489	-3.69	-0.657454	-1.51	GPR146	G protein-coupled receptor 146
218706_s_at	0.000000117	2.51E-09	-6.93	11.064527	-1.51	GRAMD3	GRAM domain containing 3
211520_s_at	0.00564	0.00103	-3.45	-1.376503	-1.51	GRIA1	glutamate ionotropic receptor AMPA type subunit 1
228648_at	0.0209	0.00517	-2.9	-2.879389	-1.51	LRG1	leucine rich alpha-2-glycoprotein 1
205259_at	0.0000275	0.00000171	-5.33	4.758834	-1.51	NR3C2	nuclear receptor subfamily 3 group C member 2
209318_x_at	0.0000346	0.00000223	-5.2	4.458838	-1.51	PLAGL1	PLAG1 like zinc finger 1
201481_s_at	0.000353	0.0000362	-4.48	1.813816	-1.51	PYGB	phosphorylase, glycogen; brain
237363_at	0.0267	0.00702	-2.85	-2.91944	-1.51	SPATA6L	spermatogenesis associated 6 like
201997_s_at	4.71E-09	4.66E-11	-7.92	14.96512	-1.51	SPEN	spen family transcriptional repressor
235951_s_at	0.00111	0.000144	-4.07	0.488389	-1.51	ZNF688	zinc finger protein 688
212224_at	0.0016	0.000225	-3.91	0.035709	-1.5	ALDH1A1	aldehyde dehydrogenase 1 family member A1
1559376_at	0.0000137	0.000000741	-5.51	5.539202	-1.5	ATP1A1-AS1	ATP1A1 antisense RNA 1
228107_at	0.000000514	1.49E-08	-6.5	9.334333	-1.5	C8orf88	chromosome 8 open reading frame 88
222755_s_at	0.00144	0.000198	-4.16	0.47138	-1.5	CHD7	chromodomain helicase DNA binding protein 7
228665_at	0.000000175	4.08E-09	-6.81	10.59205	-1.5	CYYR1	cysteine and tyrosine rich 1
229518_at	0.000000571	1.69E-08	-6.46	9.205641	-1.5	FAM46B	family with sequence similarity 46 member B
208153_s_at	0.000242	0.000023	-4.58	2.219065	-1.5	FAT2	FAT atypical cadherin 2
1553614_a_at	0.00000213	8.23E-08	-6.06	7.662451	-1.5	LINC01198	long intergenic non-protein coding RNA 1198
207702_s_at	0.00555	0.00101	-3.46	-1.353086	-1.5	MAGI2	membrane associated guanylate kinase, WW and PDZ domain containing 2
226522_at	0.000756	0.0000903	-4.19	0.909209	-1.5	PODN	podocan
225968_at	0.0383	0.011	-2.62	-3.575557	-1.5	PRICKLE2	prickle planar cell polarity protein 2
236621_at	0.0000328	0.00000209	-5.22	4.520565	-1.5	RPS27	ribosomal protein S27
200795_at	0.0000186	0.00000107	-5.39	5.168086	-1.5	SPARCL1	SPARC like 1
225894_at	0.0000204	0.0000012	-5.37	5.061127	-1.5	SYNPO2	synaptopodin 2
215034_s_at	0.000532	0.0000592	-4.3	1.30662	-1.5	TM4SF1	transmembrane 4 L six family member 1
209295_at	3.77E-08	6.05E-10	-7.28	12.456684	-1.5	TNFRSF10B	TNF receptor superfamily member 10b
227195_at	0.000149	0.0000128	-4.73	2.773376	-1.5	ZNF503	zinc finger protein 503
209993_at	7.6E-09	8.55E-11	-7.77	14.370639	-1.49	ABCB1	ATP binding cassette subfamily B member 1
203323_at	0.00000213	8.23E-08	-6.06	7.661755	-1.49	CAV2	caveolin 2
206756_at	0.00000398	0.000000173	-5.88	6.944272	-1.49	CHST7	carbohydrate sulfotransferase 7
227481_at	0.00546	0.000993	-3.45	-1.361837	-1.49	CNKSR3	CNKSR family member 3
228496_s_at	0.000000939	3.15E-08	-6.3	8.597897	-1.49	CRIM1	cysteine rich transmembrane BMP regulator 1
229507_at	0.000271	0.0000262	-4.65	2.223317	-1.49	FAM212A	family with sequence similarity 212 member A
214212_x_at	0.000000322	8.55E-09	-6.62	9.868751	-1.49	FERMT2	fermitin family member 2
219377_at	0.002	0.000295	-3.83	-0.21407	-1.49	GAREM1	GRB2 associated regulator of MAPK1 subtype 1
205752_s_at	0.0000191	0.00000111	-5.39	5.133306	-1.49	GSTM5	glutathione S-transferase mu 5
217810_x_at	0.000000257	6.53E-09	-6.69	10.132427	-1.49	LARS	leucyl-tRNA synthetase
1561211_at	0.000192	0.0000174	-4.65	2.48594	-1.49	LOC101930541	uncharacterized LOC101930541
1563009_at	0.00000328	0.000000138	-5.94	7.166461	-1.49	LOC284930	uncharacterized LOC284930
1562638_at	0.00000033	8.81E-09	-6.65	9.854008	-1.49	LOC339874	uncharacterized LOC339874
219822_at	0.0338	0.00947	-2.95	-2.530141	-1.49	MTRF1	mitochondrial translational release factor 1
211302_s_at	0.0000244	0.00000149	-5.31	4.851982	-1.49	PDE4B	phosphodiesterase 4B
200939_s_at	0.00318	0.000515	-3.7	-0.683935	-1.49	RERE	arginine-glutamic acid dipeptide repeats
222573_s_at	2.23E-08	3.27E-10	-7.43	13.058402	-1.49	SAV1	salvador family WW domain containing protein 1
223975_at	0.00012	0.00000992	-4.81	3.031953	-1.49	TRIM51	tripartite motif-containing 51
238577_s_at	6.61E-08	1.22E-09	-7.11	11.771573	-1.49	TSHZ2	teashirt zinc finger homeobox 2
238692_at	0.00753	0.00147	-3.34	-1.703464	-1.48	BTBD11	BTB domain containing 11
209286_at	0.000105	0.00000842	-4.85	3.178111	-1.48	CDC42EP3	CDC42 effector protein 3
213415_at	0.0034	0.000558	-3.64	-0.802873	-1.48	CLIC2	chloride intracellular channel 2
1552721_a_at	0.00000001	1.22E-10	-7.68	14.022032	-1.48	FGF1	fibroblast growth factor 1
215910_s_at	0.0000295	0.00000185	-5.26	4.64507	-1.48	FNDC3A	fibronectin type III domain containing 3A
209702_at	0.000000176	4.12E-09	-6.81	10.582078	-1.48	FTO	fat mass and obesity associated
212813_at	8.43E-08	1.64E-09	-7.03	11.479367	-1.48	JAM3	junctional adhesion molecule 3
207103_at	0.0000791	0.00000602	-4.97	3.525889	-1.48	KCND2	potassium voltage-gated channel subfamily D member 2
221874_at	0.00569	0.00104	-3.44	-1.408571	-1.48	KIAA1324	KIAA1324
208961_s_at	0.000000237	5.91E-09	-6.72	10.229345	-1.48	KLF6	Kruppel like factor 6
1560791_at	0.000907	0.000112	-4.14	0.7353	-1.48	LOC101928809	uncharacterized LOC101928809
234676_s_at	0.00015	0.0000129	-4.75	2.784471	-1.48	N6AMT1	N-6 adenine-specific DNA methyltransferase 1 (putative)
233305_at	0.0143	0.00323	-3.09	-2.292625	-1.48	NECAB1	N-terminal EF-hand calcium binding protein 1
204854_at	0.0445	0.0133	-2.72	-3.099958	-1.48	P3H3	prolyl 3-hydroxylase 3
220737_at	0.0000923	0.00000723	-4.89	3.329995	-1.48	RPS6KA6	ribosomal protein S6 kinase A6
205513_at	0.0107	0.00227	-3.19	-2.119913	-1.48	TCN1	transcobalamin 1
207378_at	0.00261	0.000407	-3.8	-0.365355	-1.48	TREH	trehalase
1561270_at	0.000459	0.0000496	-4.37	1.492836	-1.48	ZNF429	zinc finger protein 429
207656_s_at	0.000149	0.0000128	-4.77	2.812342	-1.47	ACOX1	acyl-CoA oxidase 1
228201_at	0.000000107	2.25E-09	-6.96	11.172453	-1.47	ARL13B	ADP ribosylation factor like GTPase 13B
1552496_a_at	0.00282	0.000446	-3.71	-0.598861	-1.47	COBL	cordon-bleu WH2 repeat protein
1554966_a_at	0.00000561	0.000000258	-5.77	6.555346	-1.47	FILIP1L	filamin A interacting protein 1 like
209948_at	0.00000226	8.88E-08	-6.04	7.587865	-1.47	KCNMB1	potassium calcium-activated channel subfamily M regulatory beta subunit 1
227984_at	0.00614	0.00115	-3.41	-1.490272	-1.47	LMF1	lipase maturation factor 1
1568822_at	0.00361	0.000599	-3.69	-0.712382	-1.47	MTG2	mitochondrial ribosome associated GTPase 2
201502_s_at	0.00000102	3.48E-08	-6.27	8.499753	-1.47	NFKBIA	NFKB inhibitor alpha
230316_at	0.0000667	0.00000491	-4.99	3.698233	-1.47	SEC14L2	SEC14 like lipid binding 2
210538_s_at	0.00801	0.00159	-3.3	-1.799231	-1.46	BIRC3	baculoviral IAP repeat containing 3
229727_x_at	0.00000211	8.14E-08	-6.06	7.673173	-1.46	C2CD4B	C2 calcium dependent domain containing 4B
210436_at	0.000000105	2.19E-09	-6.96	11.199543	-1.46	CCT8	chaperonin containing TCP1 subunit 8
236325_at	0.0000167	0.000000939	-5.49	5.337876	-1.46	CEP126	centrosomal protein 126
1552845_at	0.000000047	8.04E-10	-7.23	12.185885	-1.46	CLDN15	claudin 15
229487_at	0.00000244	9.72E-08	-6.01	7.499719	-1.46	EBF1	early B-cell factor 1
227708_at	0.000000106	2.22E-09	-6.96	11.184161	-1.46	EEF1A1	eukaryotic translation elongation factor 1 alpha 1
214767_s_at	0.00000155	5.66E-08	-6.15	8.027004	-1.46	HSPB6	heat shock protein family B (small) member 6
1566127_at	0.00000195	0.000000074	-6.15	7.800267	-1.46	LIMS1	LIM zinc finger domain containing 1
212724_at	0.000000394	1.08E-08	-6.57	9.640503	-1.46	RND3	Rho family GTPase 3
235086_at	0.000117	0.00000955	-4.82	3.062158	-1.46	THBS1	thrombospondin 1
209387_s_at	0.000977	0.000123	-4.09	0.611421	-1.46	TM4SF1	transmembrane 4 L six family member 1
214761_at	0.000471	0.000051	-4.35	1.453813	-1.46	ZNF423	zinc finger protein 423
219450_at	0.00011	0.00000895	-4.83	3.118448	-1.45	C4orf19	chromosome 4 open reading frame 19
227856_at	0.00501	0.000893	-3.49	-1.262087	-1.45	C4orf32	chromosome 4 open reading frame 32
207962_at	0.00607	0.00113	-3.42	-1.459675	-1.45	CAPN11	calpain 11
1552509_a_at	0.000000011	1.37E-10	-7.65	13.908162	-1.45	CD300LG	CD300 molecule like family member g
214247_s_at	0.0000684	0.00000506	-4.98	3.668797	-1.45	DKK3	dickkopf WNT signaling pathway inhibitor 3
222885_at	0.000994	0.000125	-4.08	0.590369	-1.45	EMCN	endomucin
209291_at	0.00832	0.00166	-3.28	-1.84081	-1.45	ID4	inhibitor of DNA binding 4, HLH protein
231779_at	0.0000195	0.00000114	-5.38	5.112934	-1.45	IRAK2	interleukin 1 receptor associated kinase 2
1555634_a_at	1.04E-08	1.29E-10	-7.66	13.969147	-1.45	LILRA5	leukocyte immunoglobulin like receptor A5
225831_at	2.75E-11	6.9E-14	-9.54	21.341625	-1.45	LUZP1	leucine zipper protein 1
207480_s_at	0.00000101	3.43E-08	-6.28	8.515436	-1.45	MEIS2	Meis homeobox 2
213816_s_at	0.0106	0.00225	-3.19	-2.118449	-1.45	MET	MET proto-oncogene, receptor tyrosine kinase
237498_at	0.000149	0.0000129	-4.74	2.776191	-1.45	NEDD4L	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase
1569661_at	0.000625	0.0000719	-4.27	1.150954	-1.45	NPAS3	neuronal PAS domain protein 3
209034_at	0.00000403	0.000000175	-5.86	6.926225	-1.45	PNRC1	proline rich nuclear receptor coactivator 1
209260_at	0.00169	0.000239	-3.9	-0.005901	-1.45	SFN	stratifin
228406_at	0.000495	0.0000543	-4.35	1.412504	-1.45	SMYD1	SET and MYND domain containing 1
215711_s_at	0.0000161	0.000000901	-5.44	5.337513	-1.45	WEE1	WEE1 G2 checkpoint kinase
1553640_at	0.0000749	0.00000566	-4.96	3.567234	-1.45	XKR6	XK related 6
202207_at	0.0000272	0.00000168	-5.29	4.744704	-1.44	ARL4C	ADP ribosylation factor like GTPase 4C
222874_s_at	0.00000851	0.000000423	-5.64	6.071265	-1.44	CLN8	ceroid-lipofuscinosis, neuronal 8
218980_at	0.0000852	0.00000658	-4.93	3.43787	-1.44	FHOD3	formin homology 2 domain containing 3
230357_at	0.00256	0.000397	-3.79	-0.377973	-1.44	GMDS	GDP-mannose 4,6-dehydratase
214213_x_at	0.00000284	0.000000117	-5.97	7.321468	-1.44	LMNA	lamin A/C
218723_s_at	0.0000325	0.00000207	-5.22	4.532227	-1.44	RGCC	regulator of cell cycle
1566079_at	0.00224	0.000337	-3.79	-0.341152	-1.44	RPS16P5	ribosomal protein S16 pseudogene 5
230130_at	0.0000306	0.00000193	-5.24	4.598606	-1.44	SLIT2	slit guidance ligand 2
223395_at	0.015	0.00343	-3.04	-2.507656	-1.43	ABI3BP	ABI family member 3 binding protein
203854_at	0.00000603	0.000000282	-5.74	6.46535	-1.43	CFI	complement factor I
218029_at	3.77E-08	6.11E-10	-7.28	12.44755	-1.43	FAM65A	family with sequence similarity 65 member A
206847_s_at	0.0167	0.00391	-3.04	-2.497408	-1.43	HOXA7	homeobox A7
211864_s_at	0.0002	0.0000183	-4.63	2.432237	-1.43	MYOF	myoferlin
221933_at	0.0377	0.0108	-2.63	-3.554672	-1.43	NLGN4X	neuroligin 4, X-linked
219011_at	0.033	0.00918	-2.77	-2.996924	-1.43	PLEKHA4	pleckstrin homology domain containing A4
204157_s_at	2.42E-08	3.6E-10	-7.41	12.96312	-1.43	SIK3	SIK family kinase 3
212110_at	0.000015	0.000000827	-5.46	5.41996	-1.43	SLC39A14	solute carrier family 39 member 14
238433_at	0.00297	0.000475	-3.73	-0.571829	-1.43	SNX5	sorting nexin 5
208944_at	0.000000469	1.33E-08	-6.51	9.434861	-1.43	TGFBR2	transforming growth factor beta receptor 2
233785_at	0.000121	0.00000999	-4.8	3.013019	-1.42	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9
208892_s_at	0.000104	0.00000832	-4.85	3.189007	-1.42	DUSP6	dual specificity phosphatase 6
1567222_x_at	0.00000428	0.000000188	-5.85	6.860132	-1.42	ELOVL5	ELOVL fatty acid elongase 5
243998_at	0.0152	0.00349	-3.06	-2.448011	-1.42	KRT222	keratin 222
209126_x_at	0.0071	0.00137	-3.35	-1.660897	-1.42	KRT6B	keratin 6B
1563007_at	0.00000145	5.22E-08	-6.17	8.104516	-1.42	LOC101929241	uncharacterized LOC101929241
209636_at	0.00491	0.00087	-3.49	-1.238607	-1.42	NFKB2	nuclear factor kappa B subunit 2
206410_at	0.0415	0.0122	-2.63	-3.411713	-1.42	NR0B2	nuclear receptor subfamily 0 group B member 2
228692_at	0.0000309	0.00000195	-5.25	4.611346	-1.42	PREX2	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2
207808_s_at	0.0000823	0.00000631	-4.92	3.455615	-1.42	PROS1	protein S (alpha)
213236_at	0.00000048	1.37E-08	-6.51	9.406948	-1.42	SASH1	SAM and SH3 domain containing 1
229306_at	0.00000335	0.000000141	-5.92	7.136177	-1.41	C2CD4B	C2 calcium dependent domain containing 4B
210735_s_at	0.0209	0.00518	-2.9	-2.8899	-1.41	CA12	carbonic anhydrase 12
216866_s_at	0.00000264	0.000000107	-6	7.414935	-1.41	COL14A1	collagen type XIV alpha 1 chain
208869_s_at	1.03E-08	1.27E-10	-7.67	13.982612	-1.41	GABARAPL1	GABA type A receptor associated protein like 1
212642_s_at	0.00000121	4.24E-08	-6.22	8.308296	-1.41	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2
205614_x_at	0.00824	0.00164	-3.29	-1.826546	-1.41	MST1	macrophage stimulating 1
223130_s_at	0.000000688	2.13E-08	-6.4	8.977289	-1.41	MYLIP	myosin regulatory light chain interacting protein
218736_s_at	0.0000717	0.00000535	-4.97	3.613881	-1.41	PALMD	palmdelphin
211681_s_at	0.00106	0.000135	-4.06	0.518899	-1.41	PDLIM5	PDZ and LIM domain 5
204776_at	0.00143	0.000195	-3.95	0.171413	-1.41	THBS4	thrombospondin 4
231260_at	0.000966	0.000121	-4.23	0.979471	-1.41	ZNF582-AS1	ZNF582 antisense RNA 1 (head to head)
219308_s_at	0.0000266	0.00000164	-5.28	4.757397	-1.4	AK5	adenylate kinase 5
209539_at	0.0000821	0.00000629	-4.92	3.458796	-1.4	ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor 6
225372_at	0.0000748	0.00000565	-4.95	3.56277	-1.4	C10orf54	chromosome 10 open reading frame 54
1569064_at	0.0000318	0.00000202	-5.24	4.566848	-1.4	C15orf62	chromosome 15 open reading frame 62
233520_s_at	0.0000168	0.00000095	-5.43	5.285783	-1.4	CMYA5	cardiomyopathy associated 5
202393_s_at	1.05E-08	1.3E-10	-7.66	13.957974	-1.4	KLF10	Kruppel like factor 10
1559522_at	0.0179	0.00426	-3.13	-2.230939	-1.4	LOC100505918	uncharacterized LOC100505918
229834_at	0.0000844	0.00000651	-4.96	3.464765	-1.4	NFIX	nuclear factor I X
209239_at	0.000000484	1.39E-08	-6.5	9.396515	-1.4	NFKB1	nuclear factor kappa B subunit 1
238568_s_at	0.0000416	0.00000279	-5.16	4.255257	-1.4	NPC1	NPC intracellular cholesterol transporter 1
1569588_x_at	0.000000461	1.31E-08	-6.55	9.468452	-1.4	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha
229753_at	0.0000438	0.00000297	-5.13	4.189578	-1.4	POU2F1	POU class 2 homeobox 1
1552848_a_at	0.0146	0.00331	-3.06	-2.469475	-1.4	PTCHD1	patched domain containing 1
1553037_a_at	0.000378	0.0000393	-4.45	1.727488	-1.4	SYN2	synapsin II
227950_at	0.000702	0.0000825	-4.22	1.001264	-1.4	UBE2H	ubiquitin conjugating enzyme E2 H
235368_at	0.0000333	0.00000213	-5.21	4.502131	-1.39	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5
238835_at	0.0000294	0.00000185	-5.25	4.642247	-1.39	AVPR1A	arginine vasopressin receptor 1A
215506_s_at	0.000245	0.0000232	-4.57	2.207391	-1.39	DIRAS3	DIRAS family GTPase 3
203643_at	0.000001	3.41E-08	-6.28	8.520071	-1.39	ERF	ETS2 repressor factor
221911_at	0.00525	0.000945	-3.47	-1.315586	-1.39	ETV1	ETS variant 1
214085_x_at	0.000561	0.000063	-4.28	1.24647	-1.39	GLIPR1	GLI pathogenesis related 1
207370_at	0.00000204	7.83E-08	-6.09	7.72409	-1.39	IBSP	integrin binding sialoprotein
218611_at	0.000000035	5.52E-10	-7.3	12.545469	-1.39	IER5	immediate early response 5
213076_at	2.89E-08	4.42E-10	-7.36	12.763556	-1.39	ITPKC	inositol-trisphosphate 3-kinase C
1554680_s_at	7.64E-08	1.45E-09	-7.07	11.603468	-1.39	KCNS2	potassium voltage-gated channel modifier subfamily S member 2
205978_at	0.012	0.00261	-3.17	-2.170816	-1.39	KL	klotho
223380_s_at	0.000000323	8.59E-09	-6.62	9.864685	-1.39	LATS2	large tumor suppressor kinase 2
231910_at	0.00237	0.000363	-3.79	-0.363215	-1.39	NUDT14	nudix hydrolase 14
209147_s_at	0.0000142	0.000000776	-5.48	5.481422	-1.39	PLPP1	phospholipid phosphatase 1
