ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
204288_s_at	0.00487	0.00207	-3.138192	-2.614531	-2.1671516	SORBS2	sorbin and SH3 domain containing 2
1565358_at	5.21E-14	4.13E-15	-8.805368	23.605703	-2.1659445	RARA	retinoic acid receptor alpha
239185_at	1.05E-20	2.96E-22	-11.585709	39.912655	-2.1655756	ABCA9	ATP binding cassette subfamily A member 9
228372_at	0.000000298	6.15E-08	-5.717875	7.361533	-2.1571627	C10orf128	chromosome 10 open reading frame 128
204663_at	0.00000448	0.00000111	-5.092089	4.551289	-2.1532877	ME3	malic enzyme 3
224191_x_at	0.0146	0.00693	-2.740332	-3.71988	-2.1527693	ROPN1	rhophilin associated tail protein 1
228888_at	0.000000809	0.000000178	-5.492326	6.324171	-2.1527268	STAC2	SH3 and cysteine rich domain 2
202192_s_at	0.000000178	3.55E-08	-5.832151	7.897065	-2.1521564	GAS7	growth arrest specific 7
231015_at	8.88E-25	1.29E-26	-13.26386	49.878775	-2.1502498	KLF15	Kruppel like factor 15
219173_at	0.00000674	0.00000171	-4.994098	4.131192	-2.1491189	MYO15B	myosin XVB
239398_at	1E-11	1.09E-12	-7.820324	18.096231	-2.148752	KLHL31	kelch like family member 31
32259_at	1.06E-19	3.57E-21	-11.169994	37.440851	-2.1470478	EZH1	enhancer of zeste 1 polycomb repressive complex 2 subunit
233463_at	0.00000768	0.00000197	-4.962622	3.997463	-2.1462887	RASSF6	Ras association domain family member 6
224823_at	0.00000199	0.000000466	-5.284154	5.39086	-2.1455775	MYLK	myosin light chain kinase
213258_at	0.000023	0.00000633	-4.691031	2.868667	-2.1455741	TFPI	tissue factor pathway inhibitor
225721_at	0.00000245	0.000000581	-5.23579	5.177465	-2.1455034	SYNPO2	synaptopodin 2
1598_g_at	0.000000187	3.74E-08	-5.821396	7.846388	-2.1453432	GAS6	growth arrest specific 6
220403_s_at	2.8E-34	7.88E-37	-17.329941	73.232128	-2.1395215	TP53AIP1	tumor protein p53 regulated apoptosis inducing protein 1
214041_x_at	2.91E-25	3.91E-27	-13.465031	51.066733	-2.1394879	RPL37A	ribosomal protein L37a
204686_at	0.0000132	0.00000352	-4.828809	3.435617	-2.1386695	IRS1	insulin receptor substrate 1
209576_at	0.00000232	0.000000549	-5.248078	5.231558	-2.1386654	GNAI1	G protein subunit alpha i1
235725_at	6.71E-16	4.02E-17	-9.600437	28.189314	-2.1374378	SMAD4	SMAD family member 4
219091_s_at	5.61E-09	9.08E-10	-6.566103	11.482787	-2.1372738	MMRN2	multimerin 2
210020_x_at	0.000000287	0.000000059	-5.726224	7.400438	-2.1367911	CALML3	calmodulin like 3
226425_at	0.0000134	0.00000357	-4.825412	3.421496	-2.1341103	CLIP4	CAP-Gly domain containing linker protein family member 4
204865_at	1.46E-19	5E-21	-11.113535	37.105477	-2.132809	CA3	carbonic anhydrase 3
204421_s_at	2.14E-12	2.13E-13	-8.112807	19.708233	-2.1322387	FGF2	fibroblast growth factor 2
218950_at	2.62E-11	3.04E-12	-7.635187	17.087895	-2.1250891	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3
203637_s_at	0.000783	0.000283	-3.72355	-0.75562	-2.1150713	MID1	midline 1
226575_at	0.000215	0.0000702	-4.096673	0.56485	-2.113779	ZNF462	zinc finger protein 462
217546_at	1.03E-12	9.83E-14	-8.250188	20.472864	-2.1136134	MT1M	metallothionein 1M
213933_at	0.00282	0.00114	-3.321531	-2.061325	-2.111768	PTGER3	prostaglandin E receptor 3
239576_at	3.25E-08	5.84E-09	-6.199044	9.659172	-2.1094797	MTUS1	microtubule associated tumor suppressor 1
37384_at	3.08E-17	1.53E-18	-10.154389	31.432184	-2.1089042	PPM1F	protein phosphatase, Mg2+/Mn2+ dependent 1F
227709_at	0.00000455	0.00000113	-5.087934	4.533363	-2.1042595	TPT1-AS1	TPT1 antisense RNA 1
220244_at	0.0000967	0.0000296	-4.316086	1.387635	-2.1018452	LINC00312	long intergenic non-protein coding RNA 312
204083_s_at	4.37E-08	8.02E-09	-6.135516	9.349559	-2.0984516	TPM2	tropomyosin 2 (beta)
214925_s_at	2.06E-13	1.78E-14	-8.550418	22.159005	-2.0978307	SPTAN1	spectrin alpha, non-erythrocytic 1
203407_at	0.00000654	0.00000166	-5.001543	4.162911	-2.0947135	PPL	periplakin
1568377_x_at	1.27E-14	9.26E-16	-9.063924	25.085271	-2.0936392	DEFB124	defensin beta 124
213317_at	1.92E-12	1.9E-13	-8.133553	19.823402	-2.0901264	CLIC5	chloride intracellular channel 5
222108_at	0.000789	0.000285	-3.72114	-0.763815	-2.0889293	AMIGO2	adhesion molecule with Ig like domain 2
228264_at	8.07E-15	5.72E-16	-9.146758	25.561691	-2.0874174	ACCS	1-aminocyclopropane-1-carboxylate synthase homolog (inactive)
227529_s_at	3.62E-11	4.28E-12	-7.572767	16.75017	-2.0866637	AKAP12	A-kinase anchoring protein 12
205020_s_at	1.31E-11	1.46E-12	-7.768585	17.813459	-2.0861063	ARL4A	ADP ribosylation factor like GTPase 4A
205247_at	5.92E-17	3.04E-18	-10.037939	30.747861	-2.0849485	NOTCH4	notch 4
203636_at	0.00125	0.000469	-3.58143	-1.231444	-2.0840753	MID1	midline 1
222291_at	9.77E-13	9.28E-14	-8.260394	20.529848	-2.0811223	FAM149A	family with sequence similarity 149 member A
219313_at	0.00000508	0.00000127	-5.062075	4.422016	-2.0810813	GRAMD1C	GRAM domain containing 1C
214823_at	8.79E-11	1.09E-11	-7.401165	15.827817	-2.0807968	ZNF204P	zinc finger protein 204, pseudogene
228444_at	3.45E-09	5.4E-10	-6.666867	11.993264	-2.0805161	ARRB1	arrestin beta 1
1564525_at	7.23E-22	1.69E-23	-12.063425	42.755173	-2.0795266	GSN	gelsolin
59375_at	0.000000327	6.81E-08	-5.696339	7.261345	-2.0785783	MYO15B	myosin XVB
226229_s_at	1.57E-09	2.32E-10	-6.828805	12.822042	-2.0755571	SSU72	SSU72 homolog, RNA polymerase II CTD phosphatase
203249_at	8.53E-18	3.89E-19	-10.384182	32.786001	-2.0752951	EZH1	enhancer of zeste 1 polycomb repressive complex 2 subunit
212071_s_at	1.8E-21	4.49E-23	-11.900028	41.782955	-2.0738024	SPTBN1	spectrin beta, non-erythrocytic 1
230398_at	0.000000217	4.39E-08	-5.787856	7.68871	-2.0735437	TNS4	tensin 4
234312_s_at	2.81E-14	2.14E-15	-8.919146	24.255332	-2.0727213	ACSS2	acyl-CoA synthetase short-chain family member 2
212448_at	8.34E-08	1.59E-08	-5.996662	8.679305	-2.0714746	NEDD4L	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase
206552_s_at	3.24E-10	4.34E-11	-7.144983	14.46842	-2.0712026	TAC1	tachykinin precursor 1
243864_at	0.000146	0.0000461	-4.204549	0.965209	-2.0668371	CCDC80	coiled-coil domain containing 80
207547_s_at	6.52E-12	6.95E-13	-7.901674	18.542317	-2.0622022	FAM107A	family with sequence similarity 107 member A
202796_at	1.16E-10	1.47E-11	-7.346285	15.534788	-2.0582912	SYNPO	synaptopodin
1557578_at	3.9E-14	3.04E-15	-8.858735	23.91011	-2.0574299	PHLDB2	pleckstrin homology like domain family B member 2
207761_s_at	6.97E-08	1.32E-08	-6.0355	8.865867	-2.0560429	METTL7A	methyltransferase like 7A
208153_s_at	1.12E-09	1.63E-10	-6.895505	13.166322	-2.0557525	FAT2	FAT atypical cadherin 2
211697_x_at	8.23E-25	1.2E-26	-13.277016	49.956531	-2.0557049	PNO1	partner of NOB1 homolog
227717_at	0.000258	0.0000851	-4.046608	0.381823	-2.0545269	ARHGEF37	Rho guanine nucleotide exchange factor 37
209505_at	0.00222	0.00088	-3.398622	-1.820684	-2.0515731	NR2F1	nuclear receptor subfamily 2 group F member 1
202022_at	0.000247	0.0000815	-4.057843	0.422742	-2.0459133	ALDOC	aldolase, fructose-bisphosphate C
229024_at	0.00755	0.00335	-2.983969	-3.05868	-2.0454896	RNF150	ring finger protein 150
227386_s_at	0.000000774	0.00000017	-5.502337	6.369647	-2.0444221	TMEM200B	transmembrane protein 200B
229254_at	0.00159	0.000612	-3.504781	-1.481662	-2.0390817	MFSD4A	major facilitator superfamily domain containing 4A
213381_at	2.7E-14	2.05E-15	-8.92675	24.298832	-2.0373828	VSTM4	V-set and transmembrane domain containing 4
228198_s_at	1.56E-16	8.6E-18	-9.862379	29.718653	-2.0372044	FAHD2CP	fumarylacetoacetate hydrolase domain containing 2C, pseudogene
228384_s_at	0.000000053	9.84E-09	-6.094233	9.149345	-2.0364228	PYROXD2	pyridine nucleotide-disulphide oxidoreductase domain 2
219229_at	0.000000241	4.91E-08	-5.764816	7.580719	-2.0357651	SLCO3A1	solute carrier organic anion transporter family member 3A1
205614_x_at	0.000000162	3.22E-08	-5.852168	7.991541	-2.0353583	MST1	macrophage stimulating 1
201348_at	0.00111	0.000411	-3.618819	-1.10775	-2.0340667	GPX3	glutathione peroxidase 3
204235_s_at	0.000602	0.000213	-3.801429	-0.488429	-2.0328237	GULP1	GULP, engulfment adaptor PTB domain containing 1
204920_at	3.22E-25	4.39E-27	-13.445392	50.95086	-2.0316235	CPS1	carbamoyl-phosphate synthase 1
219670_at	1.81E-11	2.05E-12	-7.706505	17.475165	-2.029793	BEND5	BEN domain containing 5
217897_at	0.00000399	0.000000982	-5.119199	4.66851	-2.0296613	FXYD6	FXYD domain containing ion transport regulator 6
244495_x_at	3.39E-28	2.61E-30	-14.705089	58.330028	-2.0281695	TMEM241	transmembrane protein 241
229004_at	0.0213	0.0106	-2.591133	-4.099779	-2.0280302	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15
226627_at	2.55E-13	2.24E-14	-8.510902	21.935949	-2.0271209	44082	septin 8
208131_s_at	0.000186	0.00006	-4.137186	0.71425	-2.0268208	PTGIS	prostaglandin I2 (prostacyclin) synthase
212239_at	6.3E-11	7.69E-12	-7.465486	16.172472	-2.0250038	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1
213050_at	0.000224	0.0000733	-4.085488	0.523805	-2.0235155	COBL	cordon-bleu WH2 repeat protein
216840_s_at	0.000165	0.0000528	-4.169858	0.835574	-2.0227303	LAMA2	laminin subunit alpha 2
202366_at	1.67E-26	1.68E-28	-13.995885	54.189739	-2.020374	ACADS	acyl-CoA dehydrogenase, C-2 to C-3 short chain
215118_s_at	7.59E-12	8.14E-13	-7.873353	18.386812	-2.0202303	IGH	immunoglobulin heavy locus
217969_at	9.4E-21	2.6E-22	-11.607277	40.040974	-2.0173102	VPS51	VPS51, GARP complex subunit
203657_s_at	1.06E-09	1.53E-10	-6.90771	13.229497	-2.0157348	CTSF	cathepsin F
235638_at	0.000000223	4.51E-08	-5.782392	7.663077	-2.0152911	RASSF6	Ras association domain family member 6
230269_at	0.0000449	0.000013	-4.519611	2.180114	-2.0140584	B3GALT5	beta-1,3-galactosyltransferase 5
206167_s_at	0.00000285	0.000000683	-5.20001	5.020446	-2.0120126	ARHGAP6	Rho GTPase activating protein 6
209496_at	0.00000719	0.00000183	-4.978478	4.064755	-2.0116395	RARRES2	retinoic acid receptor responder 2
216321_s_at	1.62E-12	1.59E-13	-8.165355	20.000162	-2.0100047	NR3C1	nuclear receptor subfamily 3 group C member 1
205604_at	4.73E-29	3.23E-31	-15.063042	60.40365	-2.0074288	HOXD9	homeobox D9
229309_at	0.0003	0.0001	-4.003637	0.226159	-2.0055528	ADRB1	adrenoceptor beta 1
203485_at	0.00171	0.000664	-3.481234	-1.557621	-2.003557	RTN1	reticulon 1
232360_at	0.00182	0.000707	-3.463029	-1.61605	-2.0031343	EHF	ETS homologous factor
204793_at	3.66E-09	5.76E-10	-6.654199	11.928861	-1.9999601	GPRASP1	G protein-coupled receptor associated sorting protein 1
228501_at	0.0000003	0.000000062	-5.716097	7.353252	-1.9980407	GALNT15	polypeptide N-acetylgalactosaminyltransferase 15
204223_at	0.000222	0.0000725	-4.088322	0.534196	-1.9970331	PRELP	proline and arginine rich end leucine rich repeat protein
214927_at	0.00417	0.00174	-3.19141	-2.456743	-1.9969593	ITGBL1	integrin subunit beta like 1
228748_at	6.55E-08	1.23E-08	-6.048605	8.928978	-1.9930133	CD59	CD59 molecule
241703_at	0.000000242	4.93E-08	-5.764079	7.577269	-1.9915154	RUNDC3B	RUN domain containing 3B
1563674_at	4.43E-21	1.16E-22	-11.741881	40.841888	-1.9914056	FCRL2	Fc receptor like 2
200810_s_at	3.76E-10	5.09E-11	-7.115531	14.313555	-1.9911438	CIRBP	cold inducible RNA binding protein
226210_s_at	0.00056	0.000197	-3.823266	-0.412701	-1.9894625	MEG3	maternally expressed 3 (non-protein coding)
235561_at	4.07E-09	6.45E-10	-6.63246	11.818495	-1.9882604	TXNL1	thioredoxin like 1
235333_at	3.61E-13	3.23E-14	-8.446315	21.572092	-1.9881365	B4GALT6	beta-1,4-galactosyltransferase 6
40837_at	0.0000293	0.00000822	-4.629002	2.61733	-1.986185	TLE2	transducin like enhancer of split 2
1556123_a_at	4.39E-21	1.15E-22	-11.743616	40.852212	-1.9861332	RAB11B-AS1	RAB11B antisense RNA 1
204476_s_at	0.000000113	0.000000022	-5.930748	8.364318	-1.9831353	PC	pyruvate carboxylase
214293_at	2.22E-11	2.55E-12	-7.666765	17.259191	-1.9820072	44085	septin 11
204648_at	5.48E-32	2.22E-34	-16.328552	67.634376	-1.9793223	NPR1	natriuretic peptide receptor 1
201496_x_at	2.98E-09	4.6E-10	-6.697662	12.150083	-1.9767558	MYH11	myosin heavy chain 11
227243_s_at	2.19E-09	3.31E-10	-6.761001	12.473794	-1.9763871	EBF3	early B-cell factor 3
207283_at	3.03E-14	2.33E-15	-8.904877	24.173732	-1.9737756	RPL23AP32	ribosomal protein L23a pseudogene 32
227400_at	0.000000239	4.87E-08	-5.766633	7.589228	-1.9735887	NFIX	nuclear factor I X
231050_at	0.0000586	0.0000173	-4.449686	1.904731	-1.9732889	HRASLS5	HRAS like suppressor family member 5
218625_at	0.00127	0.000478	-3.575977	-1.249396	-1.9726636	NRN1	neuritin 1
214439_x_at	4.56E-08	8.38E-09	-6.126782	9.307135	-1.9719462	BIN1	bridging integrator 1
226595_at	2.96E-16	1.69E-17	-9.748277	29.051499	-1.9704219	SNX21	sorting nexin family member 21
213075_at	0.00000554	0.00000139	-5.040898	4.331122	-1.9684445	OLFML2A	olfactomedin like 2A
215333_x_at	0.000000265	5.42E-08	-5.744168	7.48417	-1.9680722	GSTM1	glutathione S-transferase mu 1
208096_s_at	8.66E-10	1.24E-10	-6.94797	13.43829	-1.9674097	COL21A1	collagen type XXI alpha 1 chain
1554485_s_at	9.81E-09	1.63E-09	-6.451369	10.906592	-1.9672442	TMEM37	transmembrane protein 37
225450_at	0.000000081	1.54E-08	-6.002853	8.708994	-1.9670662	AMOTL1	angiomotin like 1
234307_s_at	1.22E-10	1.54E-11	-7.337282	15.486808	-1.9643657	KIF26A	kinesin family member 26A
215184_at	3.69E-16	2.14E-17	-9.708125	28.817075	-1.9620051	DAPK2	death associated protein kinase 2
209309_at	0.0452	0.0244	-2.274407	-4.841623	-1.9618683	AZGP1	alpha-2-glycoprotein 1, zinc-binding
229170_s_at	0.00331	0.00136	-3.268711	-2.223474	-1.9616288	CFAP70	cilia and flagella associated protein 70
205823_at	9.26E-10	1.33E-10	-6.93459	13.368834	-1.9614897	RGS12	regulator of G-protein signaling 12
227719_at	0.000077	0.0000232	-4.377113	1.622352	-1.9614765	SMAD9	SMAD family member 9
224999_at	0.000337	0.000114	-3.970019	0.105293	-1.9579786	EGFR	epidermal growth factor receptor
202931_x_at	4.57E-09	7.29E-10	-6.608745	11.698315	-1.9579205	BIN1	bridging integrator 1
221016_s_at	0.00653	0.00285	-3.035993	-2.911047	-1.9563039	TCF7L1	transcription factor 7 like 1
219359_at	0.00669	0.00293	-3.027315	-2.935829	-1.9550366	PGGHG	protein-glucosylgalactosylhydroxylysine glucosidase
226250_at	0.0000104	0.00000271	-4.889067	3.687274	-1.9547373	ZBTB20	zinc finger and BTB domain containing 20
234949_at	9.43E-25	1.39E-26	-13.251726	49.80705	-1.9533316	FRG1BP	FSHD region gene 1 family member B, pseudogene
203324_s_at	0.00000135	0.000000309	-5.374023	5.790859	-1.9466478	CAV2	caveolin 2
226523_at	3.04E-17	1.51E-18	-10.15646	31.44437	-1.9449484	TAGLN	transgelin
229404_at	0.00000598	0.00000151	-5.022554	4.252601	-1.944221	TWIST2	twist family bHLH transcription factor 2
209543_s_at	5.51E-17	2.82E-18	-10.050891	30.823912	-1.9439851	CD34	CD34 molecule
1552316_a_at	0.00000563	0.00000142	-5.03712	4.314932	-1.9435815	GIMAP1	GTPase, IMAP family member 1
213353_at	0.000000137	0.000000027	-5.888853	8.165199	-1.9397215	ABCA5	ATP binding cassette subfamily A member 5
227561_at	1.49E-08	2.55E-09	-6.363841	10.470748	-1.9392521	DDR2	discoidin domain receptor tyrosine kinase 2
225373_at	5.07E-12	5.35E-13	-7.948747	18.80126	-1.9391671	C10orf54	chromosome 10 open reading frame 54
203859_s_at	3.12E-12	3.2E-13	-8.040255	19.306293	-1.9383433	PALM	paralemmin
1556486_at	0.00000283	0.000000678	-5.201647	5.027616	-1.9379931	LOC105378577	basic proline-rich protein-like
242033_at	2.63E-25	3.48E-27	-13.484589	51.182107	-1.9347882	RNF180	ring finger protein 180
213993_at	0.00195	0.000763	-3.440572	-1.68777	-1.9344511	SPON1	spondin 1
220273_at	2.98E-10	3.97E-11	-7.161643	14.556156	-1.9343506	IL17B	interleukin 17B
1560754_at	3.14E-11	3.68E-12	-7.600261	16.898783	-1.9336566	CMTM7	CKLF like MARVEL transmembrane domain containing 7
227478_at	0.00124	0.000465	-3.583424	-1.224874	-1.9328654	SETBP1	SET binding protein 1
227075_at	4.22E-10	5.73E-11	-7.093105	14.195831	-1.9323823	ELP3	elongator acetyltransferase complex subunit 3
227705_at	0.0000029	0.000000697	-5.19539	5.000227	-1.931689	TCEAL7	transcription elongation factor A like 7
206916_x_at	4.86E-17	2.46E-18	-10.073754	30.958194	-1.9300941	TAT	tyrosine aminotransferase
204237_at	0.000161	0.0000513	-4.177295	0.863293	-1.9299839	GULP1	GULP, engulfment adaptor PTB domain containing 1
215271_at	0.0000608	0.000018	-4.439959	1.866679	-1.9295893	TNN	tenascin N
202260_s_at	0.0000685	0.0000204	-4.408373	1.74355	-1.9278106	STXBP1	syntaxin binding protein 1
1553575_at	4.18E-13	3.77E-14	-8.419254	21.41991	-1.9262657	ND6	NADH dehydrogenase, subunit 6 (complex I)
209183_s_at	0.0000195	0.0000053	-4.733158	3.040757	-1.9247868	C10orf10	chromosome 10 open reading frame 10
1562321_at	1.01E-14	7.24E-16	-9.106167	25.328091	-1.9243741	PDK4	pyruvate dehydrogenase kinase 4
234243_at	6.7E-20	2.17E-21	-11.253218	37.935383	-1.9240998	RPF1	ribosome production factor 1 homolog
206157_at	0.0121	0.00562	-2.812205	-3.530046	-1.9229357	PTX3	pentraxin 3
235017_s_at	8.95E-09	1.49E-09	-6.470039	10.999982	-1.9219192	CSRNP3	cysteine and serine rich nuclear protein 3
223496_s_at	4.41E-20	1.37E-21	-11.329488	38.388756	-1.9208305	CCDC8	coiled-coil domain containing 8
218517_at	2.49E-15	1.63E-16	-9.361775	26.803371	-1.9201587	JADE1	jade family PHD finger 1
208760_at	0.000045	0.000013	-4.518756	2.17673	-1.9191726	UBE2I	ubiquitin conjugating enzyme E2 I
223168_at	0.00000431	0.00000107	-5.100956	4.589584	-1.9128487	RHOU	ras homolog family member U
225704_at	0.000000325	6.77E-08	-5.697704	7.267689	-1.9128478	FBRSL1	fibrosin like 1
230435_at	3.67E-08	6.65E-09	-6.173117	9.532594	-1.9122304	FAM228B	family with sequence similarity 228 member B
229497_at	2.23E-17	1.08E-18	-10.211842	31.770263	-1.9106946	ANKDD1A	ankyrin repeat and death domain containing 1A
1555363_s_at	4.08E-09	6.48E-10	-6.631529	11.813774	-1.9099781	LINC00663	long intergenic non-protein coding RNA 663
204971_at	0.0106	0.00486	-2.861147	-3.398266	-1.909256	CSTA	cystatin A
205413_at	0.000181	0.0000581	-4.145588	0.745377	-1.9085932	MPPED2	metallophosphoesterase domain containing 2
41644_at	3.49E-08	6.3E-09	-6.184003	9.585701	-1.9083196	SASH1	SAM and SH3 domain containing 1
230438_at	7.75E-18	3.51E-19	-10.401563	32.888569	-1.9055781	TBX15	T-box 15
225918_at	1.69E-12	1.66E-13	-8.15689	19.953086	-1.9029485	GLG1	golgi glycoprotein 1
227727_at	0.000000202	4.06E-08	-5.804207	7.765509	-1.9011831	MRGPRF	MAS related GPR family member F
229086_at	1.28E-17	5.99E-19	-10.31183	32.359288	-1.8998403	ZNF436-AS1	ZNF436 antisense RNA 1
233261_at	1.26E-13	1.06E-14	-8.640758	22.670153	-1.8985417	EBF1	early B-cell factor 1
201983_s_at	0.00792	0.00353	-2.966866	-3.106724	-1.8977193	EGFR	epidermal growth factor receptor
209866_s_at	2.86E-08	5.1E-09	-6.226159	9.791882	-1.8942225	ADGRL3	adhesion G protein-coupled receptor L3
219476_at	0.00768	0.00342	-2.977829	-3.075957	-1.8912238	C1orf116	chromosome 1 open reading frame 116
204011_at	0.0000984	0.0000302	-4.311391	1.36968	-1.8873828	SPRY2	sprouty RTK signaling antagonist 2
202267_at	0.00148	0.000566	-3.527186	-1.408991	-1.8866326	LAMC2	laminin subunit gamma 2
229302_at	0.0000482	0.000014	-4.500799	2.105712	-1.885722	TMEM178A	transmembrane protein 178A
230661_at	0.00444	0.00187	-3.16955	-2.521835	-1.8850034	LOC286191	uncharacterized LOC286191
212732_at	4.73E-08	8.72E-09	-6.118643	9.267635	-1.8846304	MEG3	maternally expressed 3 (non-protein coding)
232166_at	0.0000429	0.0000124	-4.531155	2.225885	-1.8845703	CEP126	centrosomal protein 126
229100_s_at	3.83E-10	5.17E-11	-7.112435	14.29729	-1.8842537	TIMM22	translocase of inner mitochondrial membrane 22 homolog (yeast)
215418_at	0.000000027	4.8E-09	-6.238517	9.852473	-1.8841976	PARVA	parvin alpha
225629_s_at	8.81E-16	5.38E-17	-9.550926	27.901177	-1.8829926	ZBTB4	zinc finger and BTB domain containing 4
205399_at	0.00258	0.00103	-3.350889	-1.970239	-1.8829692	DCLK1	doublecortin like kinase 1
203068_at	4.61E-11	5.53E-12	-7.525887	16.497295	-1.8820724	KLHL21	kelch like family member 21
244007_at	0.000000284	5.85E-08	-5.72805	7.408946	-1.8796453	ZNF462	zinc finger protein 462
237591_at	0.0112	0.00515	-2.841488	-3.451442	-1.8789444	LINC00173	long intergenic non-protein coding RNA 173
204773_at	7.75E-18	3.51E-19	-10.401732	32.889568	-1.8774582	IL11RA	interleukin 11 receptor subunit alpha
226731_at	0.000000495	0.000000106	-5.603532	6.832319	-1.8768283	ITGA1	integrin subunit alpha 1
228802_at	6.46E-10	9.02E-11	-7.007857	13.749959	-1.8764602	RBPMS2	RNA binding protein with multiple splicing 2
214175_x_at	4.83E-10	6.62E-11	-7.06609	14.054256	-1.8724186	PDLIM4	PDZ and LIM domain 4
219184_x_at	0.00000258	0.000000615	-5.223241	5.122312	-1.8708311	TIMM22	translocase of inner mitochondrial membrane 22 homolog (yeast)
209542_x_at	0.00389	0.00162	-3.213962	-2.389188	-1.8706157	IGF1	insulin like growth factor 1
212463_at	2.74E-10	3.63E-11	-7.178682	14.645986	-1.8702069	CD59	CD59 molecule
204422_s_at	7.31E-09	1.2E-09	-6.511599	11.208388	-1.8699598	FGF2	fibroblast growth factor 2
209290_s_at	0.0000163	0.00000437	-4.778142	3.225749	-1.8694873	NFIB	nuclear factor I B
214001_x_at	5.87E-24	9.93E-26	-12.921885	47.854642	-1.8674047	RPS10	ribosomal protein S10
203438_at	0.0385	0.0204	-2.344459	-4.685218	-1.8666717	STC2	stanniocalcin 2
229227_at	5.91E-13	5.45E-14	-8.354223	21.054861	-1.8660398	DICER1-AS1	DICER1 antisense RNA 1
242021_at	3.77E-12	3.9E-13	-8.005028	19.111623	-1.862062	XBP1	X-box binding protein 1
231411_at	5.65E-13	5.2E-14	-8.362584	21.101741	-1.861318	LHFP	lipoma HMGIC fusion partner
226705_at	0.00000447	0.00000111	-5.092574	4.553383	-1.8605802	FGFR1	fibroblast growth factor receptor 1
231947_at	2.73E-19	9.75E-21	-11.002051	36.443566	-1.8585896	MYCT1	myc target 1
219737_s_at	6.33E-14	5.08E-15	-8.769271	23.400099	-1.8580115	PCDH9	protocadherin 9
242082_at	9.79E-16	6.04E-17	-9.531394	27.787594	-1.8575849	MMAB	methylmalonic aciduria (cobalamin deficiency) cblB type
201117_s_at	0.000587	0.000207	-3.80895	-0.46239	-1.8570113	CPE	carboxypeptidase E
212793_at	3.92E-08	7.13E-09	-6.159029	9.463939	-1.8561936	DAAM2	dishevelled associated activator of morphogenesis 2
229187_at	1.38E-14	1.01E-15	-9.049651	25.003289	-1.8559394	LOC283788	FSHD region gene 1 pseudogene
230292_at	5.46E-09	8.82E-10	-6.571819	11.511632	-1.8539447	LOC100996412	uncharacterized LOC100996412
204159_at	0.0000288	0.00000806	-4.633866	2.636951	-1.8539354	CDKN2C	cyclin dependent kinase inhibitor 2C
218865_at	0.00000376	0.000000922	-5.133207	4.729244	-1.8535237	43891	mitochondrial amidoxime reducing component 1
229641_at	2.95E-16	1.68E-17	-9.748815	29.054636	-1.8526284	CCBE1	collagen and calcium binding EGF domains 1
209568_s_at	4.54E-09	7.24E-10	-6.610152	11.705435	-1.851565	RGL1	ral guanine nucleotide dissociation stimulator like 1
227113_at	0.000000379	7.98E-08	-5.663115	7.107246	-1.8504756	ADHFE1	alcohol dehydrogenase, iron containing 1
205522_at	3.77E-11	4.46E-12	-7.565086	16.708693	-1.8502482	HOXD4	homeobox D4
227061_at	0.0245	0.0123	-2.535519	-4.236447	-1.8499535	LINC01279	long intergenic non-protein coding RNA 1279
215321_at	6.41E-13	5.95E-14	-8.338953	20.969283	-1.8492354	RUNDC3B	RUN domain containing 3B
43511_s_at	3.13E-08	5.62E-09	-6.206953	9.697849	-1.8489567	ARRB1	arrestin beta 1
208475_at	0.000000217	4.39E-08	-5.787792	7.688412	-1.8483683	FRMD4A	FERM domain containing 4A
227657_at	0.0117	0.00542	-2.824551	-3.496996	-1.8483285	RNF150	ring finger protein 150
1556026_at	2.56E-12	2.59E-13	-8.07849	19.517949	-1.847978	LINC00893	long intergenic non-protein coding RNA 893
241789_at	0.00000118	0.000000268	-5.404531	5.927661	-1.8478482	RBMS3	RNA binding motif single stranded interacting protein 3
203151_at	0.000000765	0.000000168	-5.504997	6.38174	-1.8478038	MAP1A	microtubule associated protein 1A
236029_at	0.0000032	0.000000774	-5.172297	4.899333	-1.8467431	FAT3	FAT atypical cadherin 3
229147_at	0.00172	0.000666	-3.480321	-1.560555	-1.8463323	RASSF6	Ras association domain family member 6
228383_at	5.92E-21	1.59E-22	-11.688883	40.52653	-1.8462259	PNPLA7	patatin like phospholipase domain containing 7
228445_at	2.57E-11	2.98E-12	-7.638954	17.108313	-1.8456999	AIFM2	apoptosis inducing factor, mitochondria associated 2
235911_at	0.00135	0.000512	-3.556339	-1.313851	-1.8445146	MELTF	melanotransferrin
220213_at	6.83E-12	7.3E-13	-7.892797	18.493555	-1.8419484	TSHZ2	teashirt zinc finger homeobox 2
228063_s_at	0.0000558	0.0000164	-4.462678	1.955654	-1.8393116	NAP1L5	nucleosome assembly protein 1 like 5
1563034_at	1.56E-36	3.41E-39	-18.316921	78.632375	-1.8384076	GPD1	glycerol-3-phosphate dehydrogenase 1
231906_at	0.000174	0.0000558	-4.155619	0.782604	-1.8378228	HOXD8	homeobox D8
