ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
A_23_P150609	0.0396	0.0102	-2.5964984	-3.343733	-1.3170999	IGF2	insulin like growth factor 2
A_24_P392280	0.00000235	5.86E-08	-5.6500938	7.925815	-1.3166244	MCTS1	MCTS1, re-initiation and release factor
A_32_P35506	0.00184	0.000203	-3.7896746	0.215945	-1.3165967	RBPMS-AS1	RBPMS antisense RNA 1
A_23_P90542	0.000744	0.0000658	-4.0826381	1.266495	-1.3162836	ZNF540	zinc finger protein 540
A_23_P67360	0.000886	0.0000819	-4.02691	1.061588	-1.3157018	PLEKHA4	pleckstrin homology domain containing A4
A_24_P376902	0.0168	0.00328	-2.9781056	-2.33587	-1.3150335	ICA1L	islet cell autoantigen 1 like
A_24_P90216	0.00355	0.000461	-3.5650235	-0.544195	-1.3148439	LGR4	leucine rich repeat containing G protein-coupled receptor 4
A_24_P380284	0.000614	0.0000519	-4.1422913	1.488435	-1.3146073	PCDHB9	protocadherin beta 9
A_23_P76658	0.0000128	0.000000462	-5.2240297	5.954497	-1.3143815	N4BP2L1	NEDD4 binding protein 2 like 1
A_24_P133584	0.00779	0.00124	-3.279876	-1.450403	-1.3139241	MFGE8	milk fat globule-EGF factor 8 protein
A_32_P230736	0.0338	0.00823	-2.6709994	-3.156968	-1.3139015	LOC389033	placenta specific 9 pseudogene
A_23_P501007	0.00623	0.000935	-3.3626588	-1.194181	-1.3126788	EFEMP1	EGF containing fibulin like extracellular matrix protein 1
A_23_P215048	0.00167	0.00018	-3.8217252	0.327642	-1.312458	KIAA0408	KIAA0408
A_23_P95453	0.0263	0.00592	-2.7839757	-2.86444	-1.3123159	NRXN1	neurexin 1
A_24_P358244	0.00164	0.000176	-3.8272353	0.346926	-1.3120797	MON1B	MON1 homolog B, secretory trafficking associated
A_23_P10647	0.00559	0.000813	-3.4034173	-1.065954	-1.3114755	CYTL1	cytokine like 1
A_23_P39590	0.0395	0.0101	-2.5981522	-3.33964	-1.3111991	XDH	xanthine dehydrogenase
A_24_P922300	0.000756	0.0000672	-4.0773591	1.246984	-1.3105184	TEF	TEF, PAR bZIP transcription factor
A_23_P137634	0.0216	0.00456	-2.8707323	-2.632247	-1.3097477	PROX1	prospero homeobox 1
A_23_P300220	0.0000414	0.00000191	-4.9169756	4.605144	-1.3086908	YPEL4	yippee like 4
A_32_P89352	0.0155	0.00297	-3.0095456	-2.247216	-1.3074751	MACROD2	MACRO domain containing 2
A_23_P303718	0.0000016	3.68E-08	-5.743052	8.370496	-1.3073184	DST	dystonin
A_23_P108932	0.000347	0.0000253	-4.318967	2.161324	-1.3071976	RPL23AP32	ribosomal protein L23a pseudogene 32
A_23_P139682	0.00433	0.000591	-3.4951526	-0.772381	-1.3062958	PZP	PZP, alpha-2-macroglobulin like
A_24_P277367	0.0203	0.00419	-2.8985143	-2.556513	-1.3060969	CXCL5	C-X-C motif chemokine ligand 5
A_32_P118978	0.000225	0.0000149	-4.4466705	2.661956	-1.3059146	TP53BP1	tumor protein p53 binding protein 1
A_24_P269779	0.00358	0.000466	-3.5623453	-0.553014	-1.3059134	CHST3	carbohydrate sulfotransferase 3
A_32_P205329	0.0257	0.00575	-2.7937249	-2.838674	-1.3039366	PRKCQ-AS1	PRKCQ antisense RNA 1
A_24_P238040	0.0155	0.00296	-3.0112133	-2.242489	-1.3028865	USP6	ubiquitin specific peptidase 6
A_32_P130999	0.019	0.00386	-2.9252988	-2.482869	-1.3021266	ASB4	ankyrin repeat and SOCS box containing 4
A_23_P144980	0.00321	0.000405	-3.6011487	-0.424673	-1.3020221	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1
A_32_P79041	0.000115	0.00000651	-4.6402503	3.443132	-1.301698	AVPR1A	arginine vasopressin receptor 1A
A_23_P117059	0.00138	0.000143	-3.882878	0.542985	-1.3015647	SLC16A7	solute carrier family 16 member 7
A_24_P132383	0.000468	0.0000369	-4.2270184	1.808241	-1.3012068	GIMAP8	GTPase, IMAP family member 8
A_24_P379616	0.000244	0.0000165	-4.421793	2.563503	-1.301104	PLB1	phospholipase B1
A_23_P136116	0.0133	0.00243	-3.0730092	-2.065694	-1.3003953	AGMO	alkylglycerol monooxygenase
A_24_P110503	0.0145	0.00271	-3.0386965	-2.164262	-1.3003616	DBX2	developing brain homeobox 2
A_23_P201636	0.0481	0.0134	-2.4978793	-3.583393	-1.3001327	LAMC2	laminin subunit gamma 2
A_23_P46936	0.0013	0.000132	-3.9036421	0.616763	-1.299859	EGR2	early growth response 2
A_24_P868583	0.0278	0.00638	-2.758487	-2.931413	-1.2992986	ANKRD20A2	ankyrin repeat domain 20 family member A2
A_24_P153803	0.0000686	0.00000353	-4.7797055	4.022171	-1.2986296	RHOJ	ras homolog family member J
A_23_P202501	0.000882	0.0000813	-4.0286827	1.06807	-1.2967362	RNLS	renalase, FAD dependent amine oxidase
A_24_P215653	0.000797	0.0000719	-4.0602225	1.183792	-1.2962909	CLEC14A	C-type lectin domain family 14 member A
A_24_P510081	0.00049	0.0000391	-4.2126129	1.75349	-1.2960282	LINC00933	long intergenic non-protein coding RNA 933
A_32_P177539	0.028	0.00643	-2.7558168	-2.938396	-1.2956706	IRX6	iroquois homeobox 6
A_24_P121846	0.00174	0.00019	-3.807637	0.278446	-1.2954703	ZNF132	zinc finger protein 132
A_24_P231829	0.00843	0.00136	-3.2510636	-1.538248	-1.2951485	BHMT2	betaine--homocysteine S-methyltransferase 2
A_23_P160433	0.0119	0.00211	-3.1178296	-1.935437	-1.2949364	C1orf115	chromosome 1 open reading frame 115
A_23_P333150	0.0000309	0.00000133	-4.9968132	4.950034	-1.2947381	LRRC28	leucine rich repeat containing 28
A_24_P383480	0.00193	0.000216	-3.7729299	0.157909	-1.2943915	PROS1	protein S (alpha)
A_23_P407112	0.0211	0.0044	-2.8827768	-2.599495	-1.294235	SPATA18	spermatogenesis associated 18
A_23_P142849	0.000378	0.0000283	-4.2922653	2.058148	-1.2940817	RND3	Rho family GTPase 3
A_32_P160896	0.00285	0.000351	-3.6409966	-0.291622	-1.2927396	FTMT	ferritin mitochondrial
A_23_P158933	0.00158	0.000168	-3.8400001	0.39169	-1.2927058	ADGRA3	adhesion G protein-coupled receptor A3
A_23_P132499	0.00793	0.00126	-3.2733383	-1.470397	-1.291697	IL17RD	interleukin 17 receptor D
A_23_P383590	0.00123	0.000124	-3.9187628	0.670699	-1.2914575	LINC01140	long intergenic non-protein coding RNA 1140
A_23_P335661	0.0000438	0.00000206	-4.9001651	4.533067	-1.2903126	SAMD4A	sterile alpha motif domain containing 4A
A_24_P538567	0.00119	0.000119	-3.9297168	0.709883	-1.2892316	RPL15	ribosomal protein L15
A_23_P128215	0.0244	0.00536	-2.817378	-2.775817	-1.2883823	SOCS2	suppressor of cytokine signaling 2
A_23_P127840	0.034	0.00828	-2.6688183	-3.162505	-1.2873516	ZNF214	zinc finger protein 214
A_23_P55616	0.0284	0.00657	-2.7483582	-2.95787	-1.2872801	SLC14A1	solute carrier family 14 member 1 (Kidd blood group)
A_24_P933458	0.00954	0.0016	-3.2034203	-1.681989	-1.2871347	NAV2	neuron navigator 2
A_24_P318400	0.00236	0.000276	-3.7067771	-0.069213	-1.2862389	OTUD7A	OTU deubiquitinase 7A
A_23_P21363	0.00264	0.00032	-3.6667594	-0.204926	-1.286046	AHNAK	AHNAK nucleoprotein
A_23_P312358	0.0167	0.00328	-2.9785124	-2.334728	-1.2852757	BEND7	BEN domain containing 7
A_23_P326931	0.022	0.00467	-2.8633583	-2.652236	-1.2851296	CFAP70	cilia and flagella associated protein 70
A_32_P385587	0.000788	0.0000708	-4.0638224	1.197048	-1.2848855	ALAS2	5'-aminolevulinate synthase 2
A_23_P5018	0.0112	0.00196	-3.140363	-1.86931	-1.2839747	CEBPA-AS1	CEBPA antisense RNA 1 (head to head)
A_24_P366656	0.00000539	0.000000159	-5.4467733	6.971165	-1.2838376	SH3D19	SH3 domain containing 19
A_23_P218190	0.0000201	0.000000796	-5.1076957	5.436023	-1.2830462	CAPN3	calpain 3
A_23_P163306	0.0013	0.000133	-3.9023359	0.612112	-1.2819227	CGNL1	cingulin like 1
A_23_P20443	0.000166	0.0000103	-4.5346259	3.013597	-1.2819089	LZTS1	leucine zipper tumor suppressor 1
A_32_P130915	0.00208	0.000237	-3.7481185	0.07232	-1.281396	FAM149A	family with sequence similarity 149 member A
A_23_P321052	0.000729	0.0000641	-4.089171	1.29067	-1.2811632	MROH8	maestro heat like repeat family member 8
A_24_P62505	0.0129	0.00234	-3.0853651	-2.029955	-1.280973	COLGALT2	collagen beta(1-O)galactosyltransferase 2
A_24_P932939	0.00525	0.000751	-3.4262307	-0.993588	-1.2802213	LOC401052	uncharacterized LOC401052
A_23_P378926	0.0189	0.00381	-2.9296723	-2.470785	-1.2798479	ADRA2B	adrenoceptor alpha 2B
A_23_P137806	0.000007	0.00000022	-5.3799259	6.662799	-1.2796099	MPL	MPL proto-oncogene, thrombopoietin receptor
A_32_P332320	0.0145	0.00272	-3.0378661	-2.166635	-1.2789644	NOS1	nitric oxide synthase 1
A_24_P261470	0.00644	0.000976	-3.3500657	-1.233524	-1.2785692	NRXN2	neurexin 2
A_23_P130961	0.00264	0.00032	-3.6665538	-0.20562	-1.2781194	ELANE	elastase, neutrophil expressed
A_23_P134041	0.00196	0.000219	-3.7686817	0.14322	-1.2777196	TBX18	T-box 18
A_23_P34045	0.0003	0.0000211	-4.3631989	2.333385	-1.2777069	EDA	ectodysplasin A
A_24_P693986	0.00124	0.000125	-3.9184041	0.669418	-1.2773318	TRNP1	TMF1-regulated nuclear protein 1
A_24_P302172	0.0342	0.00834	-2.6661156	-3.169361	-1.2767102	PTGFR	prostaglandin F receptor
A_24_P38316	0.0136	0.00252	-3.0625884	-2.095735	-1.2766504	FOXP2	forkhead box P2
A_23_P133854	0.0165	0.00323	-2.9835067	-2.3207	-1.2763005	NKAPL	NFKB activating protein like
A_23_P303815	0.0000879	0.00000475	-4.7121211	3.73987	-1.275723	CRYBG3	crystallin beta-gamma domain containing 3
A_32_P157465	0.00116	0.000116	-3.9378656	0.739092	-1.2743855	ZBTB20	zinc finger and BTB domain containing 20
A_23_P93737	0.0415	0.0109	-2.573	-3.401622	-1.273785	DYNC1I1	dynein cytoplasmic 1 intermediate chain 1
A_23_P332536	0.0109	0.00188	-3.1535064	-1.830541	-1.2731037	PDGFRA	platelet derived growth factor receptor alpha
A_24_P498652	0.0196	0.004	-2.9137541	-2.514687	-1.2722287	KCNA1	potassium voltage-gated channel subfamily A member 1
A_24_P395814	0.00292	0.000362	-3.6322745	-0.320853	-1.2721772	CGB3	chorionic gonadotropin beta subunit 3
A_23_P11160	0.000134	0.00000792	-4.594815	3.2574	-1.2721539	MAP7D3	MAP7 domain containing 3
A_23_P165295	0.0279	0.0064	-2.7573267	-2.934448	-1.2718543	NFIX	nuclear factor I X
A_23_P169978	0.00671	0.00103	-3.3354639	-1.278977	-1.2715851	ZNF608	zinc finger protein 608
A_23_P48229	0.0135	0.00248	-3.0666049	-2.084167	-1.2715487	KCNA1	potassium voltage-gated channel subfamily A member 1
A_23_P17095	0.00377	0.000497	-3.5438769	-0.613672	-1.2714353	TFPI	tissue factor pathway inhibitor
A_23_P91334	0.000493	0.0000395	-4.2103597	1.74494	-1.269849	HSPA12B	heat shock protein family A (Hsp70) member 12B
A_32_P204795	0.0409	0.0106	-2.5802033	-3.383928	-1.2690065	ZNF667-AS1	ZNF667 antisense RNA 1 (head to head)
A_24_P789425	0.032	0.00764	-2.6964667	-3.092003	-1.2688023	AK4	adenylate kinase 4
A_23_P387537	0.00689	0.00106	-3.3258529	-1.308799	-1.2682244	PRRG3	proline rich and Gla domain 3
A_24_P403150	0.0463	0.0127	-2.5169688	-3.537678	-1.2681207	FLJ34503	uncharacterized FLJ34503
A_23_P47125	0.008	0.00128	-3.270749	-1.478305	-1.2676797	OR5P2	olfactory receptor family 5 subfamily P member 2
A_23_P42588	0.00909	0.0015	-3.2220646	-1.625964	-1.2669377	GIMAP5	GTPase, IMAP family member 5
A_24_P289954	0.00116	0.000116	-3.9381337	0.740054	-1.2656267	RGAG4	retrotransposon gag domain containing 4
A_32_P535371	0.00707	0.0011	-3.3161185	-1.338926	-1.2650096	LINC00506	long intergenic non-protein coding RNA 506
A_23_P155404	0.0417	0.0109	-2.5705925	-3.407525	-1.2647361	CNTN6	contactin 6
A_23_P359043	0.000155	0.00000942	-4.5545421	3.093987	-1.2632732	AKAP2	A-kinase anchoring protein 2
A_32_P352358	0.00464	0.000644	-3.4705652	-0.851738	-1.262137	LOC650293	seven transmembrane helix receptor
A_23_P110699	0.00908	0.0015	-3.2228022	-1.623742	-1.2609521	ZNF300	zinc finger protein 300
A_23_P109655	0.000103	0.00000575	-4.6687589	3.560407	-1.2609038	SLC35G2	solute carrier family 35 member G2
A_23_P58993	0.000268	0.0000185	-4.3946992	2.456788	-1.2604133	MOCS1	molybdenum cofactor synthesis 1
A_23_P97339	0.000912	0.0000847	-4.018253	1.029969	-1.260309	SLC16A4	solute carrier family 16 member 4
A_32_P50216	0.0348	0.00852	-2.6587542	-3.188001	-1.259638	LOC286297	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like pseudogene
A_23_P45999	0.0398	0.0102	-2.5935705	-3.350972	-1.2588897	FBXO2	F-box protein 2
A_23_P51518	0.0146	0.00275	-3.0348391	-2.17528	-1.2585522	RGS5	regulator of G-protein signaling 5
A_23_P7473	0.0207	0.00429	-2.8912232	-2.576453	-1.2572915	SH3TC2	SH3 domain and tetratricopeptide repeats 2
A_23_P142322	0.0000933	0.00000509	-4.696548	3.675267	-1.2571151	CIRBP	cold inducible RNA binding protein
A_32_P128857	0.00014	0.00000838	-4.5816243	3.203751	-1.2570377	LOC286272	uncharacterized LOC286272
A_24_P278747	0.0016	0.000171	-3.8358245	0.377033	-1.2568367	CCND2	cyclin D2
A_23_P13102	0.0166	0.00323	-2.9831793	-2.32162	-1.2566546	CASP12	caspase 12 (gene/pseudogene)
A_23_P207213	0.0167	0.00327	-2.9790814	-2.333131	-1.2560867	ALDH3A1	aldehyde dehydrogenase 3 family member A1
A_23_P145935	0.0268	0.00607	-2.7753113	-2.88727	-1.2542677	EPHB6	EPH receptor B6
A_23_P129496	0.00083	0.0000758	-4.0466618	1.133944	-1.2535934	CDH5	cadherin 5
A_23_P218002	0.00425	0.000577	-3.5020149	-0.750145	-1.2524054	PRG2	proteoglycan 2, pro eosinophil major basic protein
A_23_P429959	0.0000505	0.00000244	-4.8623811	4.371758	-1.2523121	PRX	periaxin
A_23_P334173	0.0147	0.00276	-3.0339312	-2.177872	-1.2519063	LY75	lymphocyte antigen 75
A_23_P110403	0.0109	0.00189	-3.1518442	-1.835452	-1.2512908	PDLIM3	PDZ and LIM domain 3
A_24_P218970	0.00000043	7.6E-09	-6.0517047	9.882625	-1.2501874	EIF4B	eukaryotic translation initiation factor 4B
A_23_P40433	0.00548	0.000794	-3.4103533	-1.043997	-1.2500205	EVA1C	eva-1 homolog C
A_32_P134968	0.0184	0.00369	-2.9407009	-2.440241	-1.2496852	SPTB	spectrin beta, erythrocytic
A_23_P255884	0.000000113	1.48E-09	-6.3611303	11.451111	-1.2494293	GSN	gelsolin
A_24_P30141	0.0000136	0.000000495	-5.2093343	5.888523	-1.2472112	FRA10AC1	fragile site, folic acid type, rare, fra(10)(q23.3) or fra(10)(q24.2) candidate 1
A_23_P418083	0.0000725	0.00000375	-4.7658265	3.963942	-1.2471366	LCA5	LCA5, lebercilin
A_24_P938508	0.00279	0.000342	-3.64778	-0.268846	-1.2464788	ZBTB20	zinc finger and BTB domain containing 20
A_24_P915734	0.00539	0.000777	-3.4164909	-1.024535	-1.2454694	C2orf82	chromosome 2 open reading frame 82
A_24_P58565	0.00325	0.000411	-3.5974367	-0.437003	-1.2435227	RBPMS-AS1	RBPMS antisense RNA 1
A_32_P155026	0.0196	0.00401	-2.9133177	-2.515888	-1.2430477	NFIA	nuclear factor I A
A_23_P116259	0.000523	0.0000425	-4.1922795	1.67647	-1.2428611	SCN3B	sodium voltage-gated channel beta subunit 3
A_23_P14612	0.0143	0.00267	-3.0438196	-2.149609	-1.2422696	FGF7	fibroblast growth factor 7
A_24_P148503	0.000845	0.0000774	-4.0411651	1.113778	-1.24173	FZD5	frizzled class receptor 5
A_23_P43455	0.0025	0.000297	-3.6867478	-0.137298	-1.2415152	PNPLA7	patatin like phospholipase domain containing 7
A_24_P649388	0.00079	0.0000711	-4.0628059	1.193304	-1.2407052	EVA1C	eva-1 homolog C
A_23_P376188	0.0282	0.0065	-2.7519572	-2.948479	-1.2402809	BEND7	BEN domain containing 7
A_23_P326009	0.0025	0.000298	-3.6858323	-0.140402	-1.2396579	ZNF471	zinc finger protein 471
A_32_P186364	0.0117	0.00206	-3.1252096	-1.913827	-1.2394469	C14orf37	chromosome 14 open reading frame 37
A_23_P53390	0.000884	0.0000816	-4.0278464	1.065012	-1.2393584	PTPRB	protein tyrosine phosphatase, receptor type B
A_24_P403799	0.00416	0.00056	-3.5103006	-0.723245	-1.2390361	NRIP2	nuclear receptor interacting protein 2
A_32_P176594	0.000178	0.0000111	-4.5150166	2.934722	-1.2369922	KIAA1614	KIAA1614
A_32_P83000	0.0000676	0.00000345	-4.7846684	4.043025	-1.2360313	LINC00671	long intergenic non-protein coding RNA 671
A_23_P110151	0.0000302	0.00000129	-5.0037865	4.980359	-1.2358725	ARHGAP24	Rho GTPase activating protein 24
A_23_P306987	0.000555	0.0000457	-4.1739053	1.607137	-1.2357812	SOX7	SRY-box 7
A_23_P44264	0.0138	0.00255	-3.0585868	-2.107246	-1.2351859	EMX2	empty spiracles homeobox 2
A_24_P367242	0.0107	0.00185	-3.158598	-1.815483	-1.2349042	KRTAP19-1	keratin associated protein 19-1
A_23_P141376	0.000718	0.0000629	-4.0938103	1.307858	-1.234462	PTRF	polymerase I and transcript release factor
A_23_P207221	0.000791	0.0000713	-4.0623368	1.191576	-1.2344613	SLC47A1	solute carrier family 47 member 1
A_23_P389371	0.031	0.00734	-2.71025	-3.056605	-1.2344407	MRGPRX3	MAS related GPR family member X3
A_23_P416289	0.000101	0.00000557	-4.6761269	3.590809	-1.2341235	DIXDC1	DIX domain containing 1
A_23_P330929	0.0133	0.00244	-3.0718583	-2.069016	-1.2323399	ZNF835	zinc finger protein 835
A_23_P64617	0.000708	0.0000618	-4.0983515	1.324697	-1.2322521	FZD4	frizzled class receptor 4
A_24_P212389	0.00257	0.000309	-3.6762923	-0.172712	-1.2319157	MSRB3	methionine sulfoxide reductase B3
A_23_P254626	0.0059	0.000873	-3.3826067	-1.131595	-1.2310902	SGCE	sarcoglycan epsilon
A_24_P312041	0.00209	0.000238	-3.7466299	0.0672	-1.2305854	PLAGL1	PLAG1 like zinc finger 1
A_23_P408167	0.000021	0.00000084	-5.0961459	5.385026	-1.2296861	GPRASP2	G protein-coupled receptor associated sorting protein 2
A_23_P331560	0.0397	0.0102	-2.5950878	-3.347221	-1.2295406	SLC26A4	solute carrier family 26 member 4
A_23_P309281	0.000521	0.0000423	-4.1934649	1.680952	-1.2290408	INSL3	insulin like 3
A_24_P154037	0.0145	0.00272	-3.0383954	-2.165123	-1.2288293	IRS2	insulin receptor substrate 2
A_24_P293358	0.00355	0.000461	-3.5653087	-0.543255	-1.228795	C2CD2	C2 calcium dependent domain containing 2
A_23_P104237	0.0115	0.00202	-3.1315182	-1.895317	-1.2287777	GPAM	glycerol-3-phosphate acyltransferase, mitochondrial
A_24_P245838	0.0229	0.00494	-2.8446052	-2.70286	-1.228769	MGAT3	mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase
A_23_P405815	0.000778	0.0000696	-4.0683226	1.213634	-1.2284408	PYGM	phosphorylase, glycogen, muscle
A_23_P58538	0.0000244	0.000001	-5.0581878	5.218038	-1.2266771	EPB41L4A-AS1	EPB41L4A antisense RNA 1
A_32_P112592	0.00713	0.00111	-3.312994	-1.34858	-1.2266179	LINC01140	long intergenic non-protein coding RNA 1140
A_24_P918907	0.00121	0.000122	-3.9246641	0.691797	-1.2258613	LOC154761	family with sequence similarity 115, member C pseudogene
A_24_P10751	0.0352	0.00866	-2.6529633	-3.202631	-1.2257863	HNF4A	hepatocyte nuclear factor 4 alpha
A_23_P250735	0.000000466	8.36E-09	-6.0331465	9.790195	-1.2241784	CBX7	chromobox 7
A_24_P303852	0.000349	0.0000256	-4.3168334	2.153061	-1.2225999	GNAQ	G protein subunit alpha q
A_23_P97923	0.046	0.0125	-2.5205084	-3.529165	-1.2222865	PHYHIPL	phytanoyl-CoA 2-hydroxylase interacting protein like
A_23_P207367	0.0000224	0.000000909	-5.0790321	5.309621	-1.2221923	STAT5A	signal transducer and activator of transcription 5A
A_23_P52657	0.0000309	0.00000133	-4.9967948	4.949954	-1.2213518	PYGM	phosphorylase, glycogen, muscle
A_23_P29096	0.0193	0.00393	-2.9200846	-2.497254	-1.2208287	PDE9A	phosphodiesterase 9A
A_23_P374559	0.00404	0.000541	-3.5202975	-0.690716	-1.2197695	ZNRF4	zinc and ring finger 4
A_32_P27917	0.00108	0.000105	-3.9623613	0.827204	-1.2170198	KIF26A	kinesin family member 26A
A_23_P411761	0.00453	0.000623	-3.4798176	-0.821933	-1.2169554	CABP1	calcium binding protein 1
A_24_P143758	0.0000596	0.00000297	-4.8185625	4.185896	-1.2167358	TPT1-AS1	TPT1 antisense RNA 1
A_23_P32175	0.00118	0.000118	-3.932031	0.718173	-1.2162128	LHX6	LIM homeobox 6
A_32_P1144	0.000348	0.0000255	-4.3176159	2.156091	-1.2152968	ZDHHC2	zinc finger DHHC-type containing 2
A_23_P366828	0.0421	0.0111	-2.5661447	-3.418418	-1.2144324	ABCC6	ATP binding cassette subfamily C member 6
A_32_P341723	0.0122	0.00218	-3.1073345	-1.96609	-1.2143742	GSTO2	glutathione S-transferase omega 2
A_23_P143673	0.00379	0.0005	-3.5425004	-0.618182	-1.2138236	RASD2	RASD family member 2
A_23_P406341	0.000976	0.0000925	-3.9957891	0.948187	-1.213057	AFAP1L2	actin filament associated protein 1 like 2
A_24_P246518	0.0348	0.00852	-2.6587695	-3.187963	-1.2114302	PKD1L2	polycystin 1 like 2 (gene/pseudogene)
A_24_P359007	0.000203	0.0000132	-4.47529	2.775768	-1.2109687	ARHGEF15	Rho guanine nucleotide exchange factor 15
A_23_P205713	0.0395	0.0101	-2.598741	-3.338182	-1.2105298	STXBP6	syntaxin binding protein 6
A_24_P92472	0.00923	0.00153	-3.216284	-1.643365	-1.2100797	CFI	complement factor I
A_23_P37623	0.00286	0.000353	-3.6396695	-0.296073	-1.2099972	GOLGA8A	golgin A8 family member A
A_23_P342398	0.0135	0.00248	-3.0676498	-2.081155	-1.2098622	LINC00612	long intergenic non-protein coding RNA 612
A_24_P657226	0.00542	0.000783	-3.4143055	-1.031469	-1.2098152	SLC9B1	solute carrier family 9 member B1
A_23_P415021	0.00049	0.0000391	-4.2128559	1.754412	-1.2092511	METTL7A	methyltransferase like 7A
A_23_P151297	0.000355	0.0000261	-4.3114335	2.132162	-1.2090452	TNS2	tensin 2
A_23_P139965	0.0351	0.00864	-2.6537399	-3.200671	-1.2087744	SERP2	stress-associated endoplasmic reticulum protein family member 2
A_23_P35977	0.0199	0.00408	-2.9072841	-2.532469	-1.2083947	PDZD3	PDZ domain containing 3
A_23_P383325	0.00576	0.000846	-3.3919234	-1.102252	-1.2079283	CCDC110	coiled-coil domain containing 110
A_24_P355246	0.00358	0.000466	-3.5624179	-0.552775	-1.2076946	PCSK5	proprotein convertase subtilisin/kexin type 5
A_23_P404481	0.00178	0.000195	-3.800281	0.252819	-1.2073268	S1PR1	sphingosine-1-phosphate receptor 1
A_23_P8175	0.00422	0.000571	-3.5050045	-0.740445	-1.2072526	PLAGL1	PLAG1 like zinc finger 1
A_23_P127547	0.000568	0.0000471	-4.1666296	1.579752	-1.2058534	TRPC6	transient receptor potential cation channel subfamily C member 6
A_23_P303671	0.00978	0.00164	-3.1942992	-1.709291	-1.2050956	ECM2	extracellular matrix protein 2
A_32_P44453	0.0000119	0.000000424	-5.2418462	6.034668	-1.2044382	INPP1	inositol polyphosphate-1-phosphatase
A_23_P203933	0.0038	0.000502	-3.5409968	-0.623106	-1.2043838	ITPR2	inositol 1,4,5-trisphosphate receptor type 2
A_23_P93938	0.0139	0.00257	-3.0560733	-2.11447	-1.2037275	NACAD	NAC alpha domain containing
A_24_P942441	0.0471	0.013	-2.508366	-3.55832	-1.2036138	NRXN1	neurexin 1
A_32_P167017	0.0368	0.00919	-2.6322148	-3.254807	-1.2028453	LOC100507537	uncharacterized LOC100507537
A_24_P290856	0.0037	0.000484	-3.5516634	-0.588131	-1.2027093	PTPRS	protein tyrosine phosphatase, receptor type S
A_24_P135769	0.00173	0.000189	-3.8085471	0.281619	-1.2024336	VWA5A	von Willebrand factor A domain containing 5A
A_32_P80850	0.032	0.00766	-2.6958256	-3.093645	-1.2023591	COL14A1	collagen type XIV alpha 1 chain
A_24_P107291	0.00000372	0.000000101	-5.5400065	7.405824	-1.2012824	PPP2R1B	protein phosphatase 2 scaffold subunit Abeta
A_23_P144071	0.0121	0.00217	-3.1091314	-1.960849	-1.2012075	COL7A1	collagen type VII alpha 1 chain
A_23_P11201	0.00727	0.00113	-3.3062835	-1.369285	-1.2007126	GPR34	G protein-coupled receptor 34
A_24_P77008	0.0435	0.0116	-2.548431	-3.461624	-1.2004522	PTGS2	prostaglandin-endoperoxide synthase 2
A_24_P110141	0.00000282	0.000000073	-5.6057742	7.715603	-1.200403	DNM1P46	dynamin 1 pseudogene 46
A_24_P93251	0.000124	0.00000723	-4.6158114	3.34305	-1.2003033	EIF4B	eukaryotic translation initiation factor 4B
A_24_P123190	0.00505	0.000717	-3.4399473	-0.949872	-1.1992221	PLD1	phospholipase D1
A_24_P639441	0.000531	0.0000433	-4.1872831	1.657592	-1.1991261	CD59	CD59 molecule
A_23_P72651	0.00119	0.000119	-3.929614	0.709515	-1.1987915	ECSCR	endothelial cell surface expressed chemotaxis and apoptosis regulator
A_23_P434289	0.00274	0.000334	-3.654951	-0.244729	-1.1987127	GPR62	G protein-coupled receptor 62
A_23_P28948	0.00626	0.000942	-3.3605196	-1.200874	-1.1974632	REM1	RRAD and GEM like GTPase 1
A_23_P35899	0.0197	0.00403	-2.9113472	-2.521306	-1.1973161	MMP27	matrix metallopeptidase 27
A_23_P65823	0.031	0.00733	-2.7110344	-3.054585	-1.194599	GABARAPL3	GABA type A receptor associated protein like 3 pseudogene
A_24_P59554	0.00283	0.000348	-3.6434242	-0.283475	-1.1944058	ARHGEF28	Rho guanine nucleotide exchange factor 28
A_23_P39131	0.00000329	8.77E-08	-5.568561	7.540002	-1.1940362	GLTSCR2	glioma tumor suppressor candidate region gene 2
A_23_P117782	0.000974	0.0000922	-3.9964589	0.95062	-1.1931629	LARP6	La ribonucleoprotein domain family member 6
A_24_P93916	0.00877	0.00143	-3.2357851	-1.58455	-1.193026	PER1	period circadian clock 1
A_32_P94221	0.00621	0.00093	-3.3641807	-1.189418	-1.192982	CBX3P2	chromobox 3 pseudogene 2
A_23_P6066	0.0116	0.00204	-3.1283091	-1.904737	-1.1926865	CPXM1	carboxypeptidase X, M14 family member 1
A_23_P365785	0.00705	0.00109	-3.3170635	-1.336005	-1.1910358	GRHL1	grainyhead like transcription factor 1
A_23_P372074	0.014	0.0026	-3.0519033	-2.126442	-1.1909621	LOC100294362	uncharacterized LOC100294362
A_23_P215051	0.00359	0.000467	-3.5614233	-0.556049	-1.1904145	ECHDC1	ethylmalonyl-CoA decarboxylase 1
A_23_P114883	0.0206	0.00426	-2.8937995	-2.569413	-1.1897208	FMOD	fibromodulin
